file_path,page_num,D,H,S,L,risk_score,label_ternary
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0017.pdf,17,2,0,1,1,3,safe_for_extraction
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0018.pdf,18,2,1,1,1,4,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0019.pdf,19,2,1,1,2,5,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0020.pdf,20,2,1,1,1,4,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0021.pdf,21,2,2,1,2,6,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0022.pdf,22,2,1,1,1,4,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0023.pdf,23,2,2,1,1,5,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0024.pdf,24,2,2,1,2,6,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0025.pdf,25,2,1,1,1,4,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0026.pdf,26,2,1,1,1,4,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0027.pdf,27,2,1,0,1,3,safe_for_extraction
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0028.pdf,28,3,0,0,1,1,safe_for_extraction
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0029.pdf,29,1,0,1,2,5,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0030.pdf,30,2,0,1,1,3,safe_for_extraction
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0031.pdf,31,3,0,1,1,2,safe_for_extraction
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0032.pdf,32,3,0,1,1,2,safe_for_extraction
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0033.pdf,33,3,1,1,1,3,safe_for_extraction
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0034.pdf,34,2,1,1,1,4,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-2-36_page_0035.pdf,35,2,1,1,2,5,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-41-45_page_0001.pdf,1,3,2,1,1,4,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-41-45_page_0002.pdf,2,3,0,1,1,2,safe_for_extraction
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-41-45_page_0003.pdf,3,2,0,0,1,2,safe_for_extraction
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-41-45_page_0004.pdf,4,2,1,1,1,4,review
1cb73767-12db-4f08-be5e-bd5fb99dc6fd-41-45_page_0005.pdf,5,3,2,1,1,4,review
2-14________________20260222_095102_page_0001.pdf,1,3,2,1,1,4,review
2-14________________20260222_095102_page_0002.pdf,2,2,2,1,1,5,review
2-14________________20260222_095102_page_0003.pdf,3,2,1,1,1,4,review
2-14________________20260222_095102_page_0004.pdf,4,2,1,1,1,4,review
2-14________________20260222_095102_page_0005.pdf,5,2,1,1,1,4,review
2-14________________20260222_095102_page_0006.pdf,6,3,0,1,1,2,safe_for_extraction
2-14________________20260222_095102_page_0007.pdf,7,2,0,0,1,2,safe_for_extraction
2-14________________20260222_095102_page_0008.pdf,8,2,0,1,1,3,safe_for_extraction
2-14________________20260222_095102_page_0009.pdf,9,3,1,1,1,3,safe_for_extraction
2-14________________20260222_095102_page_0010.pdf,10,3,0,1,1,2,safe_for_extraction
2-14________________20260222_095102_page_0011.pdf,11,3,1,0,1,2,safe_for_extraction
2-14________________20260222_095102_page_0012.pdf,12,2,1,1,1,4,review
2-14________________20260222_095102_page_0013.pdf,13,2,2,1,1,5,review
2-14רות_אשואל_קטינה_20260222_095102_page_0001.pdf,1,2,1,1,1,4,review
2-14רות_אשואל_קטינה_20260222_095102_page_0002.pdf,2,2,2,1,1,5,review
2-14רות_אשואל_קטינה_20260222_095102_page_0003.pdf,3,2,1,1,1,4,review
2-14רות_אשואל_קטינה_20260222_095102_page_0004.pdf,4,2,1,1,1,4,review
2-14רות_אשואל_קטינה_20260222_095102_page_0005.pdf,5,3,0,0,1,1,safe_for_extraction
2-14רות_אשואל_קטינה_20260222_095102_page_0006.pdf,6,2,0,1,1,3,safe_for_extraction
2-14רות_אשואל_קטינה_20260222_095102_page_0007.pdf,7,2,0,0,1,2,safe_for_extraction
2-14רות_אשואל_קטינה_20260222_095102_page_0008.pdf,8,2,0,1,1,3,safe_for_extraction
2-14רות_אשואל_קטינה_20260222_095102_page_0009.pdf,9,3,0,1,1,2,safe_for_extraction
2-14רות_אשואל_קטינה_20260222_095102_page_0010.pdf,10,3,0,1,1,2,safe_for_extraction
2-14רות_אשואל_קטינה_20260222_095102_page_0011.pdf,11,3,1,1,1,3,safe_for_extraction
2-14רות_אשואל_קטינה_20260222_095102_page_0012.pdf,12,2,1,1,1,4,review
2-14רות_אשואל_קטינה_20260222_095102_page_0013.pdf,13,2,2,1,1,5,review
2cef1ae8-c6d5-4905-a062-5c0e79438fc1_page_0001.pdf,1,2,0,0,0,1,safe_for_extraction
2cef1ae8-c6d5-4905-a062-5c0e79438fc1_page_0002.pdf,2,2,0,0,0,1,safe_for_extraction
2cef1ae8-c6d5-4905-a062-5c0e79438fc1_page_0003.pdf,3,2,0,0,1,2,safe_for_extraction
2cef1ae8-c6d5-4905-a062-5c0e79438fc1_page_0004.pdf,4,1,0,0,0,2,safe_for_extraction
2cef1ae8-c6d5-4905-a062-5c0e79438fc1_page_0005.pdf,5,1,0,0,0,2,safe_for_extraction
2cef1ae8-c6d5-4905-a062-5c0e79438fc1_page_0006.pdf,6,2,0,1,1,3,safe_for_extraction
2cef1ae8-c6d5-4905-a062-5c0e79438fc1_page_0007.pdf,7,1,1,1,2,6,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0001.pdf,1,2,0,1,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0002.pdf,2,2,2,1,1,5,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0003.pdf,3,2,1,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0004.pdf,4,2,0,0,1,2,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0005.pdf,5,3,0,0,0,0,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0006.pdf,6,2,0,0,1,2,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0007.pdf,7,3,0,0,0,0,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0008.pdf,8,2,1,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0009.pdf,9,3,1,1,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0010.pdf,10,2,0,0,1,2,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0011.pdf,11,2,0,1,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0012.pdf,12,2,1,1,2,5,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0013.pdf,13,2,1,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0014.pdf,14,2,1,0,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0015.pdf,15,2,1,1,2,5,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0016.pdf,16,2,0,0,0,1,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0017.pdf,17,3,0,0,1,1,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0018.pdf,18,2,0,1,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0019.pdf,19,3,1,1,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0020.pdf,20,2,1,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0021.pdf,21,3,0,0,0,0,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0022.pdf,22,3,0,0,0,0,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0023.pdf,23,1,1,0,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0024.pdf,24,2,1,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0025.pdf,25,2,2,1,1,5,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0026.pdf,26,2,0,0,0,1,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0027.pdf,27,2,1,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0028.pdf,28,2,1,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0029.pdf,29,3,0,0,0,0,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0030.pdf,30,3,0,1,1,2,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0031.pdf,31,3,0,1,1,2,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0032.pdf,32,3,0,1,1,2,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0033.pdf,33,3,1,0,1,2,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0034.pdf,34,2,1,0,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0035.pdf,35,2,1,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0036.pdf,36,2,2,1,1,5,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0037.pdf,37,3,2,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0038.pdf,38,3,0,0,0,0,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0039.pdf,39,2,0,1,2,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0040.pdf,40,2,0,1,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0041.pdf,41,2,1,0,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0042.pdf,42,2,1,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0043.pdf,43,2,1,0,1,3,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0044.pdf,44,3,2,1,1,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0045.pdf,45,3,0,0,1,1,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0046.pdf,46,2,0,0,1,2,safe_for_extraction
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0047.pdf,47,2,0,1,2,4,review
4091a37d-d25a-4cd0-baf8-fa9eae433c54-pages-2_page_0048.pdf,48,3,1,1,1,3,safe_for_extraction
41-45________________20260222_095102_page_0001.pdf,1,3,2,1,1,4,review
41-45________________20260222_095102_page_0002.pdf,2,3,1,1,1,3,safe_for_extraction
41-45________________20260222_095102_page_0003.pdf,3,2,0,1,2,4,review
41-45________________20260222_095102_page_0004.pdf,4,2,1,1,1,4,review
41-45________________20260222_095102_page_0005.pdf,5,2,2,1,1,5,review
41-45רות_אשואל_קטינה_20260222_095102_page_0001.pdf,1,2,2,1,2,6,review
41-45רות_אשואל_קטינה_20260222_095102_page_0002.pdf,2,3,0,0,0,0,safe_for_extraction
41-45רות_אשואל_קטינה_20260222_095102_page_0003.pdf,3,2,0,1,2,4,review
41-45רות_אשואל_קטינה_20260222_095102_page_0004.pdf,4,2,1,1,1,4,review
41-45רות_אשואל_קטינה_20260222_095102_page_0005.pdf,5,3,2,1,1,4,review
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0001.pdf,1,2,0,0,0,1,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0002.pdf,2,2,1,1,2,5,review
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0003.pdf,3,2,1,1,1,4,review
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0004.pdf,4,2,0,0,1,2,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0005.pdf,5,3,0,0,1,1,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0006.pdf,6,2,0,1,1,3,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0007.pdf,7,1,0,0,1,3,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0008.pdf,8,2,0,0,1,2,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0009.pdf,9,2,1,1,1,4,review
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0010.pdf,10,2,0,0,1,2,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0011.pdf,11,2,1,0,1,3,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-26-37_page_0012.pdf,12,2,1,0,1,3,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-47-52_page_0001.pdf,1,2,1,1,1,4,review
59e30246-fc23-426f-9287-6e74886d5223-47-52_page_0002.pdf,2,2,1,1,1,4,review
59e30246-fc23-426f-9287-6e74886d5223-47-52_page_0003.pdf,3,2,0,0,0,1,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-47-52_page_0004.pdf,4,2,0,0,0,1,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-47-52_page_0005.pdf,5,3,0,0,0,0,safe_for_extraction
59e30246-fc23-426f-9287-6e74886d5223-47-52_page_0006.pdf,6,2,2,0,0,3,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0001.pdf,1,2,0,0,1,2,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0002.pdf,2,2,0,0,0,1,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0003.pdf,3,2,0,0,1,2,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0004.pdf,4,3,0,0,1,1,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0005.pdf,5,1,0,0,1,3,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0006.pdf,6,3,0,0,0,0,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0007.pdf,7,2,0,0,1,2,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0008.pdf,8,2,0,0,1,2,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0009.pdf,9,2,0,0,0,1,safe_for_extraction
603f6e68-ad0d-428b-aa12-de552a8dadea-106-115_page_0010.pdf,10,1,0,0,0,2,safe_for_extraction
68-73______________________________20260222_095032_page_0002.pdf,2,2,1,1,2,5,review
68-73______________________________20260222_095032_page_0003.pdf,3,2,0,0,1,2,safe_for_extraction
68-73______________________________20260222_095032_page_0004.pdf,4,2,0,0,1,2,safe_for_extraction
68-73נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0001.pdf,1,2,0,1,2,4,review
68-73נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0002.pdf,2,2,1,1,2,5,review
68-73נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0003.pdf,3,2,0,1,1,3,safe_for_extraction
68-73נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0004.pdf,4,2,0,0,0,1,safe_for_extraction
68-73נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0005.pdf,5,2,0,0,1,2,safe_for_extraction
68-73נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0006.pdf,6,2,1,1,1,4,review
78-89______________________________20260222_095032_page_0001.pdf,1,2,2,1,1,5,review
78-89______________________________20260222_095032_page_0002.pdf,2,2,1,1,1,4,review
78-89______________________________20260222_095032_page_0003.pdf,3,2,1,1,2,5,review
78-89______________________________20260222_095032_page_0004.pdf,4,2,0,0,1,2,safe_for_extraction
78-89______________________________20260222_095032_page_0005.pdf,5,2,0,0,1,2,safe_for_extraction
78-89______________________________20260222_095032_page_0006.pdf,6,2,0,1,1,3,safe_for_extraction
78-89______________________________20260222_095032_page_0007.pdf,7,2,0,1,1,3,safe_for_extraction
78-89______________________________20260222_095032_page_0008.pdf,8,2,1,1,2,5,review
78-89______________________________20260222_095032_page_0009.pdf,9,3,1,1,1,3,safe_for_extraction
78-89______________________________20260222_095032_page_0010.pdf,10,2,1,1,1,4,review
78-89______________________________20260222_095032_page_0011.pdf,11,2,1,1,1,4,review
78-89______________________________20260222_095032_page_0012.pdf,12,2,2,1,2,6,review
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0001.pdf,1,2,2,1,1,5,review
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0002.pdf,2,2,1,1,1,4,review
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0003.pdf,3,2,1,1,2,5,review
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0004.pdf,4,2,0,1,1,3,safe_for_extraction
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0005.pdf,5,2,0,0,1,2,safe_for_extraction
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0006.pdf,6,2,0,1,1,3,safe_for_extraction
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0007.pdf,7,2,0,1,1,3,safe_for_extraction
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0008.pdf,8,2,1,1,2,5,review
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0009.pdf,9,3,1,1,1,3,safe_for_extraction
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0010.pdf,10,2,1,1,1,4,review
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0011.pdf,11,2,1,1,1,4,review
78-89נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0012.pdf,12,2,2,1,2,6,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0001.pdf,1,2,0,1,2,4,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0002.pdf,2,2,0,1,2,4,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0003.pdf,3,1,0,0,1,3,safe_for_extraction
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0004.pdf,4,2,0,1,2,4,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0005.pdf,5,2,0,1,2,4,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0006.pdf,6,1,0,0,1,3,safe_for_extraction
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0007.pdf,7,2,0,1,1,3,safe_for_extraction
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0008.pdf,8,1,0,1,1,4,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0009.pdf,9,2,1,1,1,4,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0010.pdf,10,3,0,0,1,1,safe_for_extraction
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0011.pdf,11,2,1,1,2,5,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0012.pdf,12,2,1,1,1,4,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0013.pdf,13,2,0,1,1,3,safe_for_extraction
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0014.pdf,14,2,0,1,2,4,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0015.pdf,15,1,0,1,2,5,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0016.pdf,16,3,1,2,2,5,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0017.pdf,17,1,0,1,2,5,review
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0018.pdf,18,2,0,1,1,3,safe_for_extraction
7eab033e-0e68-46c2-aff0-6a585129fa00_page_0019.pdf,19,1,0,0,1,3,safe_for_extraction
91-92______________________________20260222_095032_page_0001.pdf,1,2,1,1,1,4,review
91-92______________________________20260222_095032_page_0002.pdf,2,2,2,1,2,6,review
91-92נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0001.pdf,1,2,1,0,1,3,safe_for_extraction
91-92נפומניאשצי_נתנאל_קטין_נ_מנורה_20260222_095032_page_0002.pdf,2,2,1,1,1,4,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0001.pdf,1,2,1,1,2,5,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0002.pdf,2,2,1,1,2,5,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0003.pdf,3,2,1,1,2,5,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0004.pdf,4,2,0,1,1,3,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0005.pdf,5,2,0,1,1,3,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0006.pdf,6,2,1,1,2,5,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0007.pdf,7,2,2,1,1,5,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0008.pdf,8,2,1,1,1,4,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0010.pdf,10,2,1,1,2,5,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0011.pdf,11,2,1,1,1,4,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0012.pdf,12,2,0,1,1,3,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0013.pdf,13,2,0,1,1,3,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0014.pdf,14,2,0,1,2,4,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0015.pdf,15,3,1,0,1,2,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0016.pdf,16,3,1,1,1,3,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0017.pdf,17,3,0,0,1,1,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0018.pdf,18,2,1,1,1,4,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0019.pdf,19,2,1,1,2,5,review
9c83395e-bb06-45da-945a-b04c93f24305 (1)-158-177_page_0020.pdf,20,2,1,1,1,4,review
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0001.pdf,1,2,2,1,1,5,review
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0002.pdf,2,2,1,1,1,4,review
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0003.pdf,3,2,1,1,2,5,review
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0004.pdf,4,2,0,1,1,3,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0005.pdf,5,3,0,0,1,1,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0006.pdf,6,2,0,1,1,3,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0007.pdf,7,2,0,1,1,3,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0008.pdf,8,2,1,1,2,5,review
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0009.pdf,9,3,1,1,1,3,safe_for_extraction
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0010.pdf,10,2,1,1,1,4,review
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0011.pdf,11,2,1,1,1,4,review
9c83395e-bb06-45da-945a-b04c93f24305-78-89_page_0012.pdf,12,2,2,1,2,6,review
_____-149-168_page_0001.pdf,1,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0002.pdf,2,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0003.pdf,3,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0004.pdf,4,1,2,1,2,7,high_hallucination_risk
_____-149-168_page_0005.pdf,5,1,2,1,2,7,high_hallucination_risk
